N,geocode.b,geocode.bg,geocode.t,idnum,lon,lat,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geocode.b1,geocode.b2,geocode.b3,geocode.bg1,geocode.bg2,geocode.bg3,transit.dist.1,transit.dist.2,transit.dist.3,transit.score1,transit.score2,transit.score3,transit.score.std,prc.latino.std,dens.cvap.std,prc.asian.std,prc.AmInd.std,prc.youth.std,prc.nonEngProf.std,prc.pov.std,prc.disabled.std,prc.CarAccess.std,rate.vbm.std,prc.ElNonReg.std,dens.poll.std,dens.work.std,popDens.std,final_composite_score,droppoff_score
55,6.07E+13,60670028001,6067002800,2846,-121.4575409,38.54298405,6,67,2800,1019,6.07E+13,Block 1019,G5040,U,77068,U,S,19072,0,38.5433842,-121.4579444,6.07E+13,6.07E+13,6.07E+13,60670028001,60670028002,60670028001,0.245532366,0.257622509,0.267662686,1,1,1,0.770817562,0.962025316,0.183544304,0.215189873,0.804487179,0.800632911,0.474683544,0.949367089,0.974683544,0.939873418,0.584615385,0.515822785,0.268131868,0.376237624,0.817215088,0.235201836,0.266151203
56,6.07E+13,60670029001,6067002900,2847,-121.448353,38.54309434,6,67,2900,1010,6.07E+13,Block 1010,G5040,U,77068,U,S,13896,0,38.5429464,-121.4494725,6.07E+13,6.07E+13,6.07E+13,60670029001,60670029001,60670029001,0.16975779,0.178274386,0.233611761,1,1,1,0.581643937,0.829113924,0.772151899,0.392405063,0.810897436,0.174050633,0.487341772,0.389240506,0.091772152,0.620253165,0.353846154,0.262658228,0.747252747,0.435643564,0.58988764,0.165594659,0.181354152
57,6.07E+13,60670029002,6067002900,2848,-121.4391652,38.54320393,6,67,2900,2006,6.07E+13,Block 2006,G5040,U,77068,U,S,30161,0,38.5437949,-121.4393583,6.07E+13,6.07E+13,6.07E+13,60670029002,60670029002,60670029002,0.242031434,0.24979668,0.256177051,1,1,0.25,0.748005165,0.829113924,0.772151899,0.392405063,0.810897436,0.174050633,0.487341772,0.389240506,0.091772152,0.620253165,0.489010989,0.262658228,0.582417582,0.174917492,0.607744783,0.155704549,0.171464042
58,6.07E+13,60670029004,6067002900,2850,-121.4207893,38.54342102,6,67,2900,4001,6.07E+13,Block 4001,G5040,U,77068,U,S,134294,0,38.5424595,-121.4207767,6.07E+13,6.07E+13,6.07E+13,60670029004,60670029004,60670029004,0.263255851,0.305742991,0.306831545,1,1,1,0.875830387,0.829113924,0.772151899,0.392405063,0.810897436,0.174050633,0.487341772,0.389240506,0.091772152,0.620253165,0.462637363,0.262658228,0.693406593,0.592959296,0.337078652,0.162363889,0.178123383
59,6.07E+13,60670029004,6067002900,2849,-121.4299772,38.54331282,6,67,2900,4013,6.07E+13,Block 4013,G5040,U,77068,U,S,30064,0,38.5435968,-121.4295793,6.07E+13,6.07E+13,6.07E+13,60670029004,60670029004,60670029004,0.131996817,0.129282825,0.138315972,1,1,1,0.399595614,0.829113924,0.772151899,0.392405063,0.810897436,0.174050633,0.487341772,0.389240506,0.091772152,0.620253165,0.462637363,0.262658228,0.693406593,0.592959296,0.601223917,0.162363889,0.178123383
60,6.07E+13,60670030001,6067003000,2798,-121.4206516,38.53622495,6,67,3000,1008,6.07E+13,Block 1008,G5040,U,77068,U,S,134061,0,38.5363905,-121.4200867,6.07E+13,6.07E+13,6.07E+13,60670030001,60670030002,60670030002,0.240255038,0.269425596,0.277076467,1,0.25,0.25,0.786757101,0.841772152,0.939873418,0.344936709,0.871794872,0.981012658,0.588607595,0.727848101,0.946202532,0.39556962,0.481318681,0.439873418,0.314285714,0.525852585,0.447933387,0.195629295,0.2220217
61,6.07E+13,60670030003,6067003000,2797,-121.4298387,38.53611676,6,67,3000,3012,6.07E+13,Block 3012,G5040,U,77068,U,S,92239,0,38.5342408,-121.4298375,6.07E+13,6.07E+13,6.07E+13,60670030003,60670030003,60670030003,0.124717753,0.140800946,0.242212829,1,1,0.25,0.507731527,0.841772152,0.939873418,0.344936709,0.871794872,0.981012658,0.588607595,0.727848101,0.946202532,0.39556962,0.721978022,0.439873418,0.793406593,0.061606161,0.527989567,0.224376548,0.250768953
62,6.07E+13,60670030004,6067003000,2796,-121.4390257,38.53600788,6,67,3000,4001,6.07E+13,Block 4001,G5040,U,77068,U,S,139813,0,38.535195,-121.4397114,6.07E+13,6.07E+13,6.07E+13,60670030004,60670030004,60670030004,0.248025792,0.245921683,0.279386869,0.25,0.25,0.25,0.773334343,0.841772152,0.939873418,0.344936709,0.871794872,0.981012658,0.588607595,0.727848101,0.946202532,0.39556962,0.673626374,0.439873418,0.682417582,0.301430143,0.491773676,0.217717207,0.244109612
63,6.07E+13,60670031011,6067003101,2744,-121.4113278,38.52913636,6,67,3101,1009,6.07E+13,Block 1009,G5040,U,77068,U,S,38058,0,38.5294378,-121.4118018,6.07E+13,6.07E+13,6.07E+13,60670031011,60670031011,60670031011,0.092845693,0.100865871,0.185917625,0.25,0.25,0.25,0.379629189,0.990506329,0.240506329,0.060126582,0.288461538,0.873417722,0.351265823,0.332278481,0.867088608,0.477848101,0.66043956,0.629746835,0.224175824,0.478547855,0.786567014,0.173893587,0.211678398
64,6.07E+13,60670031013,6067003101,2743,-121.420514,38.52902889,6,67,3101,3007,6.07E+13,Block 3007,G5040,U,77068,U,S,23898,0,38.5286702,-121.4200893,6.07E+13,6.07E+13,6.07E+13,60670031013,60670031014,60670031014,0.203560847,0.237084763,0.241132618,0.25,0.25,0.25,0.681778228,0.990506329,0.240506329,0.060126582,0.288461538,0.873417722,0.351265823,0.332278481,0.867088608,0.477848101,0.723076923,0.629746835,0.134065934,0.0110011,0.748796148,0.168486994,0.206271804
65,6.07E+13,60670031021,6067003102,2742,-121.4297001,38.52892071,6,67,3102,1003,6.07E+13,Block 1003,G5040,U,77068,U,S,108355,0,38.5286237,-121.4302856,6.07E+13,6.07E+13,6.07E+13,60670031021,60670031021,60670031021,0.228568256,0.261863975,0.274391185,1,1,1,0.764823417,0.914556962,0.113924051,0.42721519,0.102564103,0.506329114,0.64556962,0.731012658,0.319620253,0.626582278,0.920879121,0.287974684,0.185714286,0.336633663,0.609550562,0.177851718,0.195130199
66,6.07E+13,60670031023,6067003102,2741,-121.4388862,38.52881184,6,67,3102,3007,6.07E+13,Block 3007,G5040,U,77068,U,S,265508,0,38.5288093,-121.4417027,6.07E+13,6.07E+13,6.07E+13,60670031022,60670031022,60670031022,0.066741311,0.261856297,0.265324862,0.25,1,1,0.59392247,0.914556962,0.113924051,0.42721519,0.102564103,0.506329114,0.64556962,0.731012658,0.319620253,0.626582278,0.979120879,0.287974684,0.256043956,0.689768977,0.28516252,0.182071498,0.199349979
67,6.07E+13,60670032021,6067003202,2687,-121.4295616,38.52172467,6,67,3202,1011,6.07E+13,Block 1011,G5040,U,77068,U,S,20325,0,38.5216201,-121.4295214,6.07E+13,6.07E+13,6.07E+13,60670032021,60670032021,60670032021,0.161905139,0.190237457,0.23606264,1,1,1,0.588205236,0.803797468,0.525316456,0.819620253,0.108974359,0.924050633,0.939873418,0.879746835,0.762658228,0.870253165,0.302197802,0.981012658,0.135164835,0.083608361,0.739365971,0.216780776,0.275641536
68,6.07E+13,60670032022,6067003202,2632,-121.4294231,38.51452864,6,67,3202,2010,6.07E+13,Block 2010,G5040,U,77068,U,S,243743,0,38.5118783,-121.4297558,6.07E+13,6.07E+13,6.07E+13,60670032022,60670032022,60670032022,0.129705641,0.160597935,0.277648972,1,1,1,0.567952548,0.803797468,0.525316456,0.819620253,0.108974359,0.924050633,0.939873418,0.879746835,0.762658228,0.870253165,0.436263736,0.981012658,0.349450549,0.855885589,0.320826645,0.229637919,0.288498679
69,6.07E+13,60670032023,6067003202,2686,-121.4387468,38.52161581,6,67,3202,3011,6.07E+13,Block 3011,G5040,U,77068,U,S,16794,0,38.5217583,-121.4379328,6.07E+13,6.07E+13,6.07E+13,60670032023,60670032023,60670032023,0.132748656,0.123413226,0.187250336,1,1,1,0.443412217,0.803797468,0.525316456,0.819620253,0.108974359,0.924050633,0.939873418,0.879746835,0.762658228,0.870253165,0.67032967,0.981012658,0.154945055,0.744774477,0.715539727,0.217967589,0.276828349
70,6.07E+13,60670032031,6067003203,2634,-121.4110543,38.51474425,6,67,3203,1000,6.07E+13,Block 1000,G5040,U,77068,U,S,193618,0,38.5141838,-121.4126016,6.07E+13,6.07E+13,6.07E+13,60670032031,60670032031,60670032031,0.13162925,0.126961601,0.159714816,1,1,1,0.418305667,0.832278481,0.123417722,0.996835443,0.301282051,0.939873418,0.981012658,0.85443038,0.550632911,0.683544304,0.465934066,0.990506329,0.043956044,0.301430143,0.41502809,0.201244958,0.260675337
71,6.07E+13,60670032031,6067003203,2633,-121.4202387,38.5146368,6,67,3203,1004,6.07E+13,Block 1004,G5040,U,77068,U,S,155036,0,38.5151419,-121.4224515,6.07E+13,6.07E+13,6.07E+13,60670032031,60670032032,60670032041,0.274802364,0.283827736,0.298421514,0.25,0.25,0.25,0.857051614,0.832278481,0.123417722,0.996835443,0.301282051,0.939873418,0.981012658,0.85443038,0.550632911,0.683544304,0.465934066,0.990506329,0.043956044,0.301430143,0.601223917,0.201244958,0.260675337
72,6.07E+13,60670032041,6067003204,2688,-121.4203763,38.52183284,6,67,3204,1000,6.07E+13,Block 1000,G5040,U,77068,U,S,114593,0,38.5212685,-121.4207072,6.07E+13,6.07E+13,6.07E+13,60670032041,60670032042,60670032041,0.224974053,0.229686332,0.228721309,1,1,1,0.683381695,0.806962025,0.57278481,0.977848101,0.346153846,0.787974684,0.993670886,0.924050633,0.806962025,0.800632911,0.475824176,0.993670886,0.264835165,0.447744774,0.686898074,0.215067325,0.274687578
73,6.07E+13,60670032043,6067003204,2689,-121.411191,38.5219403,6,67,3204,3007,6.07E+13,Block 3007,G5040,U,77068,U,S,21064,0,38.5217199,-121.4104524,6.07E+13,6.07E+13,6.07E+13,60670032043,60670032043,60670032043,0.029439937,0.038319552,0.132806889,0.25,0.25,0.25,0.200566378,0.806962025,0.57278481,0.977848101,0.346153846,0.787974684,0.993670886,0.924050633,0.806962025,0.800632911,0.195604396,0.993670886,0.07032967,0.465346535,0.758126003,0.203396995,0.263017249
74,6.07E+13,60670033001,6067003300,2789,-121.503334,38.53522617,6,67,3300,1006,6.07E+13,Block 1006,G5040,U,77068,U,S,28647,0,38.5363415,-121.5029816,6.07E+13,6.07E+13,6.07E+13,60670033001,60670033001,60670033001,0.152412471,0.169985396,0.162333521,1,1,1,0.484731389,0.202531646,0.515822785,0.613924051,0.426282051,0.07278481,0.319620253,0.262658228,0.14556962,0.303797468,0.812087912,0.044303797,0.853846154,0.518151815,0.778741974,0.101737098,0.104395326
75,6.07E+13,60670033002,6067003300,2734,-121.5031884,38.52803021,6,67,3300,2006,6.07E+13,Block 2006,G5040,U,77068,U,S,24174,0,38.5281818,-121.5029731,6.07E+13,6.07E+13,6.07E+13,60670033002,60670033002,60670033002,0.353770709,0.363023132,0.337829114,1,1,1,1.054622954,0.202531646,0.515822785,0.613924051,0.426282051,0.07278481,0.319620253,0.262658228,0.14556962,0.303797468,0.86043956,0.044303797,0.832967033,0.95379538,0.497742777,0.100484351,0.103142579
76,6.07E+13,60670033003,6067003300,2733,-121.5123743,38.52791576,6,67,3300,3013,6.07E+13,Block 3013,G5040,U,77068,U,S,16679,0,38.5273756,-121.5120616,6.07E+13,6.07E+13,6.07E+13,60670033003,60670033003,60670033003,0.104040633,0.126705846,0.124142349,1,1,1,0.354888828,0.202531646,0.515822785,0.613924051,0.426282051,0.07278481,0.319620253,0.262658228,0.14556962,0.303797468,0.350549451,0.044303797,0.902197802,0.529152915,0.39065008,0.104638197,0.107296425
77,6.07E+13,60670034001,6067003400,2679,-121.5030427,38.52083426,6,67,3400,1002,6.07E+13,Block 1002,G5040,U,77068,U,S,19664,0,38.5208908,-121.5025115,6.07E+13,6.07E+13,6.07E+13,60670034001,60670034001,60670034001,0.22633686,0.246169513,0.294500424,1,1,1,0.767006798,0.617088608,0.626582278,0.648734177,0.445512821,0.408227848,0.449367089,0.306962025,0.886075949,0.705696203,0.90989011,0.183544304,0.527472527,0.858085809,0.471358347,0.153926833,0.164939491
78,6.07E+13,60670034001,6067003400,2624,-121.5028971,38.51363832,6,67,3400,1005,6.07E+13,Block 1005,G5040,U,77068,U,S,137471,0,38.5184326,-121.5049664,6.07E+13,6.07E+13,6.07E+13,60670034001,60670034001,60670034001,0.072602197,0.124032623,0.135799964,1,1,1,0.332434783,0.617088608,0.626582278,0.648734177,0.445512821,0.408227848,0.449367089,0.306962025,0.886075949,0.705696203,0.90989011,0.183544304,0.527472527,0.858085809,0.374147271,0.153926833,0.164939491
79,6.07E+13,60670034002,6067003400,2678,-121.5122277,38.52071982,6,67,3400,2009,6.07E+13,Block 2009,G5040,U,77068,U,S,101814,0,38.5186521,-121.5139991,6.07E+13,6.07E+13,6.07E+13,60670034002,60670033003,60670034002,0.004608648,0.046772897,0.106371374,1,1,1,0.15775292,0.617088608,0.626582278,0.648734177,0.445512821,0.408227848,0.449367089,0.306962025,0.886075949,0.705696203,0.718681319,0.183544304,0.814285714,0.550055006,0.709420144,0.171135624,0.182148282
80,6.07E+13,60670034003,6067003400,2623,-121.5120812,38.51352389,6,67,3400,3002,6.07E+13,Block 3002,G5040,U,77068,U,S,45704,0,38.5144801,-121.5124678,6.07E+13,6.07E+13,6.07E+13,60670034003,60670034003,60670034003,0.125977357,0.128358182,0.135469509,1,1,1,0.389805048,0.617088608,0.626582278,0.648734177,0.445512821,0.408227848,0.449367089,0.306962025,0.886075949,0.705696203,0.165934066,0.183544304,0.843956044,0.441144114,0.41111557,0.172915844,0.183928502
81,6.07E+13,60670034003,6067003400,2564,-121.5119348,38.50632797,6,67,3400,3022,6.07E+13,Block 3022,G5040,U,77068,U,S,49667,0,38.505028,-121.5097672,6.07E+13,6.07E+13,6.07E+13,60670040013,60670034003,60670034003,0.031356744,0.051959724,0.068729404,1,1,1,0.152045872,0.617088608,0.626582278,0.648734177,0.445512821,0.408227848,0.449367089,0.306962025,0.886075949,0.705696203,0.165934066,0.183544304,0.843956044,0.441144114,0.321880016,0.172915844,0.183928502
82,6.07E+13,60670035011,6067003501,2791,-121.4849604,38.535453,6,67,3501,1013,6.07E+13,Block 1013,G5040,U,77068,U,S,24149,0,38.5355302,-121.4850543,6.07E+13,6.07E+13,6.07E+13,60670035011,60670035011,60670035011,0.219259028,0.227304749,0.297471287,0.25,0.25,0.25,0.744035064,0.876582278,0.167721519,0.363924051,0.423076923,0.689873418,0.28164557,0.844936709,0.930379747,0.901898734,0.523076923,0.316455696,0.250549451,0.684268427,0.808386838,0.213830435,0.232817777
83,6.07E+13,60670035021,6067003502,2736,-121.4848165,38.52825702,6,67,3502,1002,6.07E+13,Block 1002,G5040,U,77068,U,S,36767,0,38.5278362,-121.4853904,6.07E+13,6.07E+13,6.07E+13,60670035011,60670035021,60670035021,0.241504131,0.245449782,0.251243345,1,1,1,0.738197258,0.71835443,0.167721519,0.712025316,0.307692308,0.161392405,0.85443038,0.408227848,0.727848101,0.496835443,0.594505495,0.265822785,0.638461538,0.601760176,0.531651284,0.1453963,0.161345667
84,6.07E+13,60670035021,6067003502,2735,-121.4940024,38.52814396,6,67,3502,1007,6.07E+13,Block 1007,G5040,U,77068,U,S,23457,0,38.5280119,-121.4937255,6.07E+13,6.07E+13,6.07E+13,60670035021,60670035012,60670035021,0.109523876,0.119518112,0.146343696,1,1,1,0.375385684,0.71835443,0.167721519,0.712025316,0.307692308,0.161392405,0.85443038,0.408227848,0.727848101,0.496835443,0.594505495,0.265822785,0.638461538,0.601760176,0.686898074,0.1453963,0.161345667
85,6.07E+13,60670035022,6067003502,2680,-121.4938577,38.520948,6,67,3502,2011,6.07E+13,Block 2011,G5040,U,77068,U,S,108603,0,38.5213628,-121.4928523,6.07E+13,6.07E+13,6.07E+13,60670035022,60670035022,60670035022,0.265700949,0.269688367,0.272369678,1,1,1,0.807758995,0.71835443,0.167721519,0.712025316,0.307692308,0.161392405,0.85443038,0.408227848,0.727848101,0.496835443,0.973626374,0.265822785,0.313186813,0.606160616,0,0.125879816,0.141829183
86,6.07E+13,60670035023,6067003502,2681,-121.4846726,38.52106105,6,67,3502,3008,6.07E+13,Block 3008,G5040,U,77068,U,S,14013,0,38.5211953,-121.4854302,6.07E+13,6.07E+13,6.07E+13,60670035023,60670035023,60670035023,0.264835104,0.270316135,0.270065313,1,1,1,0.805216551,0.71835443,0.167721519,0.712025316,0.307692308,0.161392405,0.85443038,0.408227848,0.727848101,0.496835443,0.941758242,0.265822785,0.228571429,0.401540154,0,0.120802893,0.13675226
87,6.07E+13,60670036001,6067003600,2792,-121.4757735,38.53556537,6,67,3600,1011,6.07E+13,Block 1011,G5040,U,77068,U,S,66434,0,38.5359873,-121.477265,6.07E+13,6.07E+13,6.07E+13,60670036001,60670036001,60670036001,0.076964359,0.074753156,0.137436149,1,1,1,0.289153664,0.977848101,0.091772152,0.474683544,0.439102564,0.636075949,0.949367089,0.693037975,0.914556962,0.300632911,0.773626374,0.610759494,0.620879121,0.801980198,0.711978331,0.193708443,0.230354013
88,6.07E+13,60670036002,6067003600,2737,-121.4756305,38.52836938,6,67,3600,2004,6.07E+13,Block 2004,G5040,U,77068,U,S,100804,0,38.5276297,-121.4748739,6.07E+13,6.07E+13,6.07E+13,60670036002,60670036002,60670036002,0.247873276,0.257087484,0.259207108,1,1,1,0.764167868,0.977848101,0.091772152,0.474683544,0.439102564,0.636075949,0.949367089,0.693037975,0.914556962,0.300632911,0.578021978,0.610759494,0.094505495,0.630363036,0.349317817,0.162126026,0.198771595
89,6.07E+13,60670037001,6067003700,2793,-121.4665866,38.53567705,6,67,3700,1044,6.07E+13,Block 1044,G5040,U,77068,U,S,17881,0,38.535776,-121.4670254,6.07E+13,6.07E+13,6.07E+13,60670037001,60670037001,60670037001,0.153947206,0.154369058,0.160933366,1,1,1,0.46924963,0.96835443,0.215189873,0.686708861,0.907051282,0.632911392,0.775316456,0.936708861,0.911392405,0.765822785,0.915384615,0.772151899,0.691208791,0.415841584,0.961627207,0.239700376,0.286029489
90,6.07E+13,60670037002,6067003700,2738,-121.4664445,38.52848104,6,67,3700,2027,6.07E+13,Block 2027,G5040,U,77068,U,S,87309,0,38.5272558,-121.4658329,6.07E+13,6.07E+13,6.07E+13,60670037002,60670037002,60670037002,0.08676846,0.097917902,0.199726273,1,1,1,0.384412635,0.96835443,0.215189873,0.686708861,0.907051282,0.632911392,0.775316456,0.936708861,0.911392405,0.765822785,0.898901099,0.772151899,0.210989011,0.788778878,0.396217897,0.210887189,0.257216303
91,6.07E+13,60670038001,6067003800,2507,-121.4934236,38.49936017,6,67,3800,1017,6.07E+13,Block 1017,G5040,U,77068,U,S,596858,0,38.5015582,-121.4991687,6.07E+13,6.07E+13,6.07E+13,60670038004,60670038001,60670038004,0.256198288,0.27776136,0.279921067,1,1,1,0.813880715,0.879746835,0.693037975,0.667721519,0.378205128,0.613924051,0.715189873,0.537974684,0.715189873,0.607594937,0.876923077,0.598101266,0.795604396,0.837183718,0,0.206090694,0.24197677
92,6.07E+13,60670038001,6067003800,2567,-121.484385,38.50666913,6,67,3800,1022,6.07E+13,Block 1022,G5040,U,77068,U,S,15791,0,38.50691,-121.4848236,6.07E+13,6.07E+13,6.07E+13,60670038001,60670038002,60670038002,0.569228567,0.601127238,0.744537607,1,1,1,0,0.879746835,0.693037975,0.667721519,0.378205128,0.613924051,0.715189873,0.537974684,0.715189873,0.607594937,0.876923077,0.598101266,0.795604396,0.837183718,0.836777689,0.206090694,0.24197677
93,6.07E+13,60670038002,6067003800,2508,-121.4842412,38.49947318,6,67,3800,2004,6.07E+13,Block 2004,G5040,U,77068,U,S,31551,0,38.5012292,-121.4840049,6.07E+13,6.07E+13,6.07E+13,60670038003,60670038003,60670038002,0.247262376,0.259954712,0.266612302,1,1,1,0.77382939,0.879746835,0.693037975,0.667721519,0.378205128,0.613924051,0.715189873,0.537974684,0.715189873,0.607594937,0.674725275,0.598101266,0.387912088,0.225522552,0.792636437,0.181629156,0.217515232
94,6.07E+13,60670039001,6067003900,2788,-121.5125208,38.53511171,6,67,3900,1015,6.07E+13,Block 1015,G5040,U,77068,U,S,60174,0,38.5352125,-121.5123901,6.07E+13,6.07E+13,6.07E+13,60670039001,60670039001,60670039001,0.148034137,0.178322994,0.155327148,1,1,1,0.481684279,0.648734177,0.39556962,0.693037975,0.365384615,0.120253165,0.253164557,0.056962025,0.075949367,0.534810127,0.862637363,0.10443038,0.752747253,0.00220022,0.585874799,0.126810405,0.133076228
95,6.07E+13,60670039003,6067003900,2732,-121.5215601,38.52780061,6,67,3900,3015,6.07E+13,Block 3015,G5040,U,77068,U,S,89404,0,38.5290142,-121.5239317,6.07E+13,6.07E+13,6.07E+13,60670039003,60670039003,60670039002,0.04787893,0.062263642,0.151002501,1,1,0.5,0.261145073,0.648734177,0.39556962,0.693037975,0.365384615,0.120253165,0.253164557,0.056962025,0.075949367,0.534810127,0.651648352,0.10443038,0.727472527,0.621562156,0.407353531,0.125293921,0.131559744
96,6.07E+13,60670040011,6067004001,2677,-121.5214127,38.52060468,6,67,4001,1003,6.07E+13,Block 1003,G5040,U,77068,U,S,74818,0,38.5204786,-121.5206827,6.07E+13,6.07E+13,6.07E+13,60670040011,60670040011,60670040011,0.174029699,0.181110554,0.196395994,1,1,1,0.551536247,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.38021978,0.123417722,0.537362637,0.114411441,0.407353531,0.161545556,0.168950619
97,6.07E+13,60670040012,6067004001,2622,-121.5212653,38.51340877,6,67,4001,2002,6.07E+13,Block 2002,G5040,U,77068,U,S,139454,0,38.5147748,-121.5189578,6.07E+13,6.07E+13,6.07E+13,60670040012,60670040012,60670040012,0.204836656,0.216121555,0.215536535,1,1,1,0.636494746,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.621978022,0.123417722,0.541758242,0.075907591,0.758126003,0.161809292,0.169214355
98,6.07E+13,60670040013,6067004001,2505,-121.5117883,38.49913206,6,67,4001,3015,6.07E+13,Block 3015,G5040,U,77068,U,S,68371,0,38.4996777,-121.511658,6.07E+13,6.07E+13,6.07E+13,60670040013,60670040013,60670040013,0.107793669,0.124423068,0.160012346,1,1,1,0.392229083,0.620253165,0.825949367,0.768987342,0.253205128,0.623417722,0.39556962,0.193037975,0.651898734,0.71835443,0.257142857,0.123417722,0.861538462,0.657865787,0.325943018,0.180996105,0.188401168
